YEARS,Tourists_Number,Overnight_Stay,Tourists_Spending,Avg_Stay,Avg_Spending_Trip,Avg_Spending_Night,Province,Tourism_Type
2015-01-01,6,59,43,10,7029,727,Albaha,Inbound
2015-01-01,0,0,0,0,0,0,Albaha,Inbound
2015-01-01,1041,8807,1120,8,1075,127,Albaha,Domestic
2015-01-01,947,7909,1016,8,1073,128,Albaha,Domestic
2015-01-01,33,269,39,8,1210,146,Albaha,Domestic
2015-01-01,62,629,65,10,1037,103,Albaha,Domestic
2016-01-01,1,2,0,3,720,240,Albaha,Inbound
2016-01-01,0,0,0,0,0,0,Albaha,Inbound
2016-01-01,1223,9707,1350,8,1104,139,Albaha,Domestic
2016-01-01,1148,9125,1269,8,1105,139,Albaha,Domestic
2016-01-01,27,276,35,10,1312,127,Albaha,Domestic
2016-01-01,49,307,47,6,950,152,Albaha,Domestic
2017-01-01,0,0,0,0,0,0,Albaha,Inbound
2017-01-01,1106,7126,1028,6,929,144,Albaha,Domestic
2017-01-01,1035,6729,968,6,935,144,Albaha,Domestic
2017-01-01,33,122,21,4,646,175,Albaha,Domestic
2017-01-01,38,275,39,7,1029,141,Albaha,Domestic
2018-01-01,4,71,47,17,11481,664,Albaha,Inbound
2018-01-01,0,0,0,0,0,0,Albaha,Inbound
2018-01-01,1235,8864,1380,7,1118,156,Albaha,Domestic
2018-01-01,1073,7683,1180,7,1100,154,Albaha,Domestic
2018-01-01,57,329,49,6,860,148,Albaha,Domestic
2018-01-01,105,852,151,8,1438,178,Albaha,Domestic
2019-01-01,3,26,15,10,5732,572,Albaha,Inbound
2019-01-01,0,0,0,0,0,0,Albaha,Inbound
2019-01-01,1462,11016,1666,8,1140,151,Albaha,Domestic
2019-01-01,1231,8812,1364,7,1109,155,Albaha,Domestic
2019-01-01,114,892,123,8,1076,138,Albaha,Domestic
2019-01-01,117,1311,179,11,1530,136,Albaha,Domestic
2020-01-01,2,12,8,7,4906,698,Albaha,Inbound
2020-01-01,1,11,8,8,6014,774,Albaha,Inbound
2020-01-01,0,0,0,0,0,0,Albaha,Inbound
2020-01-01,0,1,0,4,399,100,Albaha,Inbound
2020-01-01,1532,11590,1545,8,1009,133,Albaha,Domestic
2020-01-01,1245,8760,1259,7,1011,144,Albaha,Domestic
2020-01-01,131,1179,144,9,1099,122,Albaha,Domestic
2020-01-01,156,1651,143,11,915,86,Albaha,Domestic
2021-01-01,1,5,3,8,4416,576,Albaha,Inbound
2021-01-01,1,5,3,8,4747,595,Albaha,Inbound
2021-01-01,0,0,0,0,0,0,Albaha,Inbound
2021-01-01,0,0,0,4,425,106,Albaha,Inbound
2021-01-01,1100,8743,1411,8,1283,161,Albaha,Domestic
2021-01-01,532,3371,586,6,1102,174,Albaha,Domestic
2021-01-01,276,2354,402,8,1455,171,Albaha,Domestic
2021-01-01,293,3018,424,10,1448,140,Albaha,Domestic
2022-01-01,4,41,9,10,2133,216,Albaha,Inbound
2022-01-01,0,0,0,0,0,0,Albaha,Inbound
2022-01-01,1021,6623,1000,6,980,151,Albaha,Domestic
2022-01-01,784,4622,749,6,955,162,Albaha,Domestic
2022-01-01,100,744,107,7,1066,144,Albaha,Domestic
2022-01-01,137,1256,144,9,1057,115,Albaha,Domestic
2023-01-01,16,110,43,7,2664,393,Albaha,Inbound
2023-01-01,0,0,0,0,0,0,Albaha,Inbound
2023-01-01,1071,7633,1237,7,1155,162,Albaha,Domestic
2023-01-01,785,5907,1003,8,1278,170,Albaha,Domestic
2023-01-01,122,629,101,5,828,160,Albaha,Domestic
2023-01-01,165,1097,134,7,813,122,Albaha,Domestic
2024-01-01,8,54,22,7,2734,410,Albaha,Inbound
2024-01-01,0,0,0,0,0,0,Albaha,Inbound
2024-01-01,1127,10346,1123,9,997,109,Albaha,Domestic
2024-01-01,791,7108,844,9,1067,119,Albaha,Domestic
2024-01-01,107,971,105,9,982,108,Albaha,Domestic
2024-01-01,229,2266,174,10,762,77,Albaha,Domestic
2015-01-01,42,178,144,4,3427,807,Alqassim,Inbound
2015-01-01,16,79,63,5,4022,794,Alqassim,Inbound
2015-01-01,16,62,57,4,3537,907,Alqassim,Inbound
2015-01-01,3,13,9,4,2970,693,Alqassim,Inbound
2015-01-01,7,24,15,3,2104,646,Alqassim,Inbound
2015-01-01,947,3697,832,4,879,225,Alqassim,Domestic
2015-01-01,814,3170,745,4,915,235,Alqassim,Domestic
2015-01-01,58,210,49,4,844,233,Alqassim,Domestic
2015-01-01,35,148,20,4,582,137,Alqassim,Domestic
2015-01-01,40,169,18,4,453,107,Alqassim,Domestic
2016-01-01,34,114,89,3,2642,778,Alqassim,Inbound
2016-01-01,19,63,48,3,2531,763,Alqassim,Inbound
2016-01-01,14,49,39,4,2811,793,Alqassim,Inbound
2016-01-01,0,18848,1765,2,2092,1046,Alqassim,Inbound
2016-01-01,1,2,2,3,2429,866,Alqassim,Inbound
2016-01-01,734,3377,757,5,1032,224,Alqassim,Domestic
2016-01-01,563,2584,622,5,1105,241,Alqassim,Domestic
2016-01-01,96,486,82,5,856,169,Alqassim,Domestic
2016-01-01,40,143,28,4,684,192,Alqassim,Domestic
2016-01-01,34,164,25,5,724,152,Alqassim,Domestic
2017-01-01,68,215,179,3,2621,830,Alqassim,Inbound
2017-01-01,21,70,64,3,3113,914,Alqassim,Inbound
2017-01-01,39,120,95,3,2410,792,Alqassim,Inbound
2017-01-01,1,3,3,3,2453,820,Alqassim,Inbound
2017-01-01,7,22,17,3,2378,771,Alqassim,Inbound
2017-01-01,908,3967,763,4,840,192,Alqassim,Domestic
2017-01-01,648,2692,565,4,872,210,Alqassim,Domestic
2017-01-01,148,655,129,4,867,197,Alqassim,Domestic
2017-01-01,49,380,31,8,634,82,Alqassim,Domestic
2017-01-01,63,240,38,4,609,160,Alqassim,Domestic
2018-01-01,75,244,190,3,2524,777,Alqassim,Inbound
2018-01-01,22,76,58,4,2660,767,Alqassim,Inbound
2018-01-01,41,128,100,3,2470,782,Alqassim,Inbound
2018-01-01,2,6,5,3,2625,852,Alqassim,Inbound
2018-01-01,11,34,26,3,2438,771,Alqassim,Inbound
2018-01-01,1072,6246,1299,6,1212,208,Alqassim,Domestic
2018-01-01,745,4509,935,6,1254,207,Alqassim,Domestic
2018-01-01,154,736,175,5,1139,238,Alqassim,Domestic
2018-01-01,57,397,49,7,858,124,Alqassim,Domestic
2018-01-01,116,603,140,5,1210,232,Alqassim,Domestic
2019-01-01,110,437,406,4,3690,929,Alqassim,Inbound
2019-01-01,29,95,85,3,2919,888,Alqassim,Inbound
2019-01-01,49,149,110,3,2253,741,Alqassim,Inbound
2019-01-01,16,144,175,9,10973,1211,Alqassim,Inbound
2019-01-01,16,49,37,3,2262,751,Alqassim,Inbound
2019-01-01,1445,9020,1871,6,1295,207,Alqassim,Domestic
2019-01-01,859,5211,1235,6,1437,237,Alqassim,Domestic
2019-01-01,313,1964,341,6,1089,174,Alqassim,Domestic
2019-01-01,106,744,97,7,917,131,Alqassim,Domestic
2019-01-01,166,1101,197,7,1189,179,Alqassim,Domestic
2020-01-01,39,250,122,6,3167,488,Alqassim,Inbound
2020-01-01,25,209,88,8,3580,422,Alqassim,Inbound
2020-01-01,8,25,20,3,2401,812,Alqassim,Inbound
2020-01-01,0,1,1,3,3038,1017,Alqassim,Inbound
2020-01-01,5,14,12,3,2423,843,Alqassim,Inbound
2020-01-01,2038,11335,1818,6,892,160,Alqassim,Domestic
2020-01-01,935,4842,954,5,1020,197,Alqassim,Domestic
2020-01-01,527,2914,446,6,847,153,Alqassim,Domestic
2020-01-01,181,1119,128,6,705,114,Alqassim,Domestic
2020-01-01,394,2460,289,6,734,118,Alqassim,Domestic
2021-01-01,56,405,239,7,4253,589,Alqassim,Inbound
2021-01-01,46,371,216,8,4664,582,Alqassim,Inbound
2021-01-01,7,23,16,4,2380,678,Alqassim,Inbound
2021-01-01,1,4,3,3,2067,680,Alqassim,Inbound
2021-01-01,2,6,4,4,2319,623,Alqassim,Inbound
2021-01-01,3768,22722,3877,6,1029,171,Alqassim,Domestic
2021-01-01,1547,8122,1677,5,1084,206,Alqassim,Domestic
2021-01-01,420,2448,351,6,835,143,Alqassim,Domestic
2021-01-01,431,2973,418,7,969,140,Alqassim,Domestic
2021-01-01,1370,9180,1432,7,1045,156,Alqassim,Domestic
2022-01-01,202,1899,636,9,3153,335,Alqassim,Inbound
2022-01-01,101,806,279,8,2752,346,Alqassim,Inbound
2022-01-01,80,678,270,8,3376,398,Alqassim,Inbound
2022-01-01,15,366,73,24,4838,199,Alqassim,Inbound
2022-01-01,5,50,15,9,2671,292,Alqassim,Inbound
2022-01-01,4054,19498,4479,5,1105,230,Alqassim,Domestic
2022-01-01,2323,11155,2745,5,1182,246,Alqassim,Domestic
2022-01-01,491,2180,503,4,1024,231,Alqassim,Domestic
2022-01-01,382,1735,375,4,982,216,Alqassim,Domestic
2022-01-01,858,4428,856,5,998,193,Alqassim,Domestic
2023-01-01,126,814,288,6,2284,354,Alqassim,Inbound
2023-01-01,86,589,191,7,2228,324,Alqassim,Inbound
2023-01-01,35,204,90,6,2583,442,Alqassim,Inbound
2023-01-01,4,13,5,4,1277,368,Alqassim,Inbound
2023-01-01,2,8,2,4,1242,298,Alqassim,Inbound
2023-01-01,4565,27272,5654,6,1239,207,Alqassim,Domestic
2023-01-01,3415,20399,4212,6,1234,206,Alqassim,Domestic
2023-01-01,595,2609,678,4,1140,260,Alqassim,Domestic
2023-01-01,177,1083,302,6,1712,279,Alqassim,Domestic
2023-01-01,379,3182,462,8,1220,145,Alqassim,Domestic
2024-01-01,317,18848,1765,59,5562,94,Alqassim,Inbound
2024-01-01,261,15949,1540,61,5889,97,Alqassim,Inbound
2024-01-01,27,969,80,36,2972,83,Alqassim,Inbound
2024-01-01,12,783,55,67,4723,71,Alqassim,Inbound
2024-01-01,17,1146,90,67,5250,78,Alqassim,Inbound
2024-01-01,4872,31343,5690,6,1168,182,Alqassim,Domestic
2024-01-01,3700,24517,4567,7,1234,186,Alqassim,Domestic
2024-01-01,654,3398,624,5,954,184,Alqassim,Domestic
2024-01-01,264,1580,265,6,1006,168,Alqassim,Domestic
2024-01-01,255,1848,233,7,914,126,Alqassim,Domestic
2015-01-01,5092,36593,6482,7,1273,177,Aseer,Domestic
2015-01-01,3426,27804,4602,8,1343,166,Aseer,Domestic
2015-01-01,406,2051,741,5,1825,361,Aseer,Domestic
2015-01-01,1259,6738,1139,5,905,169,Aseer,Domestic
2015-01-01,59,842,503,14,8489,597,Aseer,Inbound
2015-01-01,41,440,335,11,8083,761,Aseer,Inbound
2015-01-01,8,118,37,16,4824,312,Aseer,Inbound
2015-01-01,10,284,131,28,12900,462,Aseer,Inbound
2016-01-01,4988,38995,7690,8,1542,197,Aseer,Domestic
2016-01-01,3009,24904,4770,8,1585,192,Aseer,Domestic
2016-01-01,363,2322,522,6,1438,225,Aseer,Domestic
2016-01-01,1617,11768,2398,7,1484,204,Aseer,Domestic
2016-01-01,4,24,14,6,3675,600,Aseer,Inbound
2016-01-01,3,22,12,7,3990,556,Aseer,Inbound
2016-01-01,187,3063,823,3,2950,983,Aseer,Inbound
2016-01-01,1,2,2,3,2621,969,Aseer,Inbound
2017-01-01,5322,38794,5889,7,1106,152,Aseer,Domestic
2017-01-01,3392,25196,3846,7,1134,153,Aseer,Domestic
2017-01-01,386,3475,493,9,1277,142,Aseer,Domestic
2017-01-01,1544,10123,1550,7,1004,153,Aseer,Domestic
2017-01-01,1,7,4,8,4571,571,Aseer,Inbound
2017-01-01,187,3063,823,36,12900,983,Aseer,Inbound
2018-01-01,4923,37355,6077,8,1235,163,Aseer,Domestic
2018-01-01,3336,25232,4048,8,1214,160,Aseer,Domestic
2018-01-01,410,2737,542,7,1323,198,Aseer,Domestic
2018-01-01,1177,9385,1487,8,1263,158,Aseer,Domestic
2018-01-01,99,2703,362,27,3660,134,Aseer,Inbound
2018-01-01,72,1909,218,27,3050,114,Aseer,Inbound
2018-01-01,2,23,3,9,1428,154,Aseer,Inbound
2018-01-01,25,771,140,31,5640,181,Aseer,Inbound
2019-01-01,4943,38034,6409,8,1296,169,Aseer,Domestic
2019-01-01,3087,22993,4302,8,1394,187,Aseer,Domestic
2019-01-01,590,4599,654,8,1109,142,Aseer,Domestic
2019-01-01,1267,10441,1453,8,1147,139,Aseer,Domestic
2019-01-01,24,607,168,26,7070,277,Aseer,Inbound
2019-01-01,15,358,114,24,7480,318,Aseer,Inbound
2019-01-01,187,3063,823,8,3035,393,Aseer,Inbound
2019-01-01,8,248,54,29,6348,217,Aseer,Inbound
2020-01-01,4585,33554,5201,7,1134,155,Aseer,Domestic
2020-01-01,2361,16896,3309,7,1401,196,Aseer,Domestic
2020-01-01,789,5408,645,7,817,119,Aseer,Domestic
2020-01-01,1434,11249,1246,8,869,111,Aseer,Domestic
2020-01-01,15,143,43,10,2933,300,Aseer,Inbound
2020-01-01,9,109,30,12,3333,277,Aseer,Inbound
2020-01-01,187,3063,823,3,1900,633,Aseer,Inbound
2020-01-01,6,35,13,6,2291,371,Aseer,Inbound
2021-01-01,5269,42703,8183,8,1553,192,Aseer,Domestic
2021-01-01,1978,14722,3568,7,1804,242,Aseer,Domestic
2021-01-01,979,7811,1615,8,1649,207,Aseer,Domestic
2021-01-01,2311,20170,3000,9,1298,149,Aseer,Domestic
2021-01-01,20,312,105,15,5193,338,Aseer,Inbound
2021-01-01,14,223,64,16,4476,285,Aseer,Inbound
2021-01-01,4,65,37,15,8658,569,Aseer,Inbound
2021-01-01,2,24,5,13,2679,203,Aseer,Inbound
2022-01-01,5971,39079,7068,6,1184,181,Aseer,Domestic
2022-01-01,2308,15059,3414,6,1479,227,Aseer,Domestic
2022-01-01,1179,8142,1329,7,1127,163,Aseer,Domestic
2022-01-01,2484,15878,2325,6,936,146,Aseer,Domestic
2022-01-01,74,1666,361,22,4869,216,Aseer,Inbound
2022-01-01,44,665,146,15,3333,220,Aseer,Inbound
2022-01-01,19,676,168,36,8832,249,Aseer,Inbound
2022-01-01,11,325,46,29,4150,142,Aseer,Inbound
2023-01-01,6906,61405,9535,9,1381,155,Aseer,Domestic
2023-01-01,2723,21211,3896,8,1431,184,Aseer,Domestic
2023-01-01,1442,14121,2193,10,1521,155,Aseer,Domestic
2023-01-01,2741,26073,3446,10,1257,132,Aseer,Domestic
2023-01-01,187,3063,823,16,4404,269,Aseer,Inbound
2023-01-01,84,843,274,10,3253,324,Aseer,Inbound
2023-01-01,29,559,154,19,5243,275,Aseer,Inbound
2023-01-01,74,1660,396,23,5385,238,Aseer,Inbound
2024-01-01,7334,61211,8599,8,1172,140,Aseer,Domestic
2024-01-01,2857,20681,3731,7,1306,180,Aseer,Domestic
2024-01-01,1467,13687,1806,9,1231,132,Aseer,Domestic
2024-01-01,3009,26842,3061,9,1017,114,Aseer,Domestic
2024-01-01,158,2997,516,19,3273,172,Aseer,Inbound
2024-01-01,92,970,281,10,3037,289,Aseer,Inbound
2024-01-01,25,716,113,28,4457,158,Aseer,Inbound
2024-01-01,40,1312,122,33,3067,93,Aseer,Inbound
2015-01-01,5285,24311,5250,5,993,216,Eastern_region,Domestic
2015-01-01,374,1247,208,3,557,167,Eastern_region,Domestic
2015-01-01,1101,4545,1104,4,1003,243,Eastern_region,Domestic
2015-01-01,3252,16049,3374,5,1037,210,Eastern_region,Domestic
2015-01-01,558,2469,564,4,1010,228,Eastern_region,Domestic
2015-01-01,4397,41369,15580,9,3543,377,Eastern_region,Inbound
2015-01-01,1004,8563,3783,8,3768,442,Eastern_region,Inbound
2015-01-01,772,9400,3416,12,4424,363,Eastern_region,Inbound
2015-01-01,1681,20697,6774,12,4030,327,Eastern_region,Inbound
2015-01-01,940,2709,1608,3,1711,593,Eastern_region,Inbound
2016-01-01,3851,18280,4636,5,1204,254,Eastern_region,Domestic
2016-01-01,276,1185,212,4,770,179,Eastern_region,Domestic
2016-01-01,622,2884,765,5,1229,265,Eastern_region,Domestic
2016-01-01,2559,12398,3275,5,1280,264,Eastern_region,Domestic
2016-01-01,394,1812,385,5,976,212,Eastern_region,Domestic
2016-01-01,3930,15342,8980,4,2285,585,Eastern_region,Inbound
2016-01-01,648,1894,1448,3,2235,764,Eastern_region,Inbound
2016-01-01,528,3402,1107,6,2099,326,Eastern_region,Inbound
2016-01-01,1788,7407,4883,4,2731,659,Eastern_region,Inbound
2016-01-01,967,2641,1542,3,1595,584,Eastern_region,Inbound
2017-01-01,3567,20131,3794,6,1064,188,Eastern_region,Domestic
2017-01-01,246,1209,143,5,581,119,Eastern_region,Domestic
2017-01-01,474,3773,554,8,1170,147,Eastern_region,Domestic
2017-01-01,2387,12425,2689,5,1127,216,Eastern_region,Domestic
2017-01-01,459,2725,407,6,885,149,Eastern_region,Domestic
2017-01-01,3002,9013,7539,3,2511,836,Eastern_region,Inbound
2017-01-01,356,930,605,3,1699,651,Eastern_region,Inbound
2017-01-01,236,604,402,3,1704,666,Eastern_region,Inbound
2017-01-01,1699,5686,5451,3,3209,959,Eastern_region,Inbound
2017-01-01,711,1792,1080,2,1518,602,Eastern_region,Inbound
2018-01-01,4093,23744,4830,6,1180,203,Eastern_region,Domestic
2018-01-01,286,1664,246,6,860,148,Eastern_region,Domestic
2018-01-01,612,4167,718,7,1172,172,Eastern_region,Domestic
2018-01-01,2558,13735,2920,5,1141,213,Eastern_region,Domestic
2018-01-01,636,4178,947,7,1488,227,Eastern_region,Domestic
2018-01-01,2599,8062,7158,3,2754,888,Eastern_region,Inbound
2018-01-01,284,794,389,3,1372,491,Eastern_region,Inbound
2018-01-01,183,469,275,3,1502,587,Eastern_region,Inbound
2018-01-01,1516,5217,5708,3,3765,1094,Eastern_region,Inbound
2018-01-01,616,1581,785,3,1276,497,Eastern_region,Inbound
2019-01-01,4514,25155,6218,6,1378,247,Eastern_region,Domestic
2019-01-01,384,2750,441,7,1146,160,Eastern_region,Domestic
2019-01-01,840,4003,983,5,1171,246,Eastern_region,Domestic
2019-01-01,2571,13796,3672,5,1428,266,Eastern_region,Domestic
2019-01-01,718,4607,1122,6,1563,244,Eastern_region,Domestic
2019-01-01,2900,11190,9537,4,3289,852,Eastern_region,Inbound
2019-01-01,314,909,455,3,1450,501,Eastern_region,Inbound
2019-01-01,308,1501,727,5,2361,485,Eastern_region,Inbound
2019-01-01,1618,6945,7477,4,4622,1077,Eastern_region,Inbound
2019-01-01,660,1836,878,3,1329,478,Eastern_region,Inbound
2020-01-01,4284,20863,4374,5,1021,210,Eastern_region,Domestic
2020-01-01,587,4288,544,7,927,127,Eastern_region,Domestic
2020-01-01,879,3325,719,4,818,216,Eastern_region,Domestic
2020-01-01,1937,8419,2188,4,1130,260,Eastern_region,Domestic
2020-01-01,882,4831,923,6,1046,191,Eastern_region,Domestic
2020-01-01,921,4210,2744,5,2981,652,Eastern_region,Inbound
2020-01-01,103,363,157,4,1529,432,Eastern_region,Inbound
2020-01-01,201,1187,590,6,2939,497,Eastern_region,Inbound
2020-01-01,398,1907,1602,5,4026,840,Eastern_region,Inbound
2020-01-01,219,753,395,3,1802,524,Eastern_region,Inbound
2021-01-01,9273,49840,14639,5,1579,294,Eastern_region,Domestic
2021-01-01,2335,17489,5243,8,2245,300,Eastern_region,Domestic
2021-01-01,1458,5690,1791,4,1228,315,Eastern_region,Domestic
2021-01-01,2388,9303,3360,4,1407,361,Eastern_region,Domestic
2021-01-01,3091,17359,4245,6,1373,245,Eastern_region,Domestic
2021-01-01,1188,6315,2906,5,2447,460,Eastern_region,Inbound
2021-01-01,160,491,158,3,987,323,Eastern_region,Inbound
2021-01-01,321,1941,790,6,2460,407,Eastern_region,Inbound
2021-01-01,412,2596,1417,6,3440,546,Eastern_region,Inbound
2021-01-01,294,1288,541,4,1838,420,Eastern_region,Inbound
2022-01-01,11139,47441,12683,4,1139,267,Eastern_region,Domestic
2022-01-01,2748,13071,3126,5,1138,239,Eastern_region,Domestic
2022-01-01,1485,5042,1670,3,1125,331,Eastern_region,Domestic
2022-01-01,3212,12865,3999,4,1245,311,Eastern_region,Domestic
2022-01-01,3695,16464,3888,4,1052,236,Eastern_region,Domestic
2022-01-01,3998,22678,9160,6,2291,404,Eastern_region,Inbound
2022-01-01,770,2888,901,4,1171,312,Eastern_region,Inbound
2022-01-01,1150,12066,5372,10,4669,445,Eastern_region,Inbound
2022-01-01,1100,4776,1783,4,1620,373,Eastern_region,Inbound
2022-01-01,978,2949,1104,3,1129,374,Eastern_region,Inbound
2023-01-01,13457,82944,16792,6,1248,202,Eastern_region,Domestic
2023-01-01,2899,17960,3143,6,1084,175,Eastern_region,Domestic
2023-01-01,1693,7418,2038,4,1204,275,Eastern_region,Domestic
2023-01-01,4392,25443,6267,6,1427,246,Eastern_region,Domestic
2023-01-01,4473,32123,5344,7,1195,166,Eastern_region,Domestic
2023-01-01,5667,26769,11037,5,1948,412,Eastern_region,Inbound
2023-01-01,1172,3722,1368,3,1167,367,Eastern_region,Inbound
2023-01-01,1470,10942,4864,7,3308,445,Eastern_region,Inbound
2023-01-01,1474,6951,3034,5,2058,437,Eastern_region,Inbound
2023-01-01,1551,5154,1771,3,1142,344,Eastern_region,Inbound
2024-01-01,13644,81591,16422,6,1204,201,Eastern_region,Domestic
2024-01-01,3002,16313,2885,5,961,177,Eastern_region,Domestic
2024-01-01,1955,8267,2235,4,1143,270,Eastern_region,Domestic
2024-01-01,4550,28878,6547,6,1439,227,Eastern_region,Domestic
2024-01-01,4138,28134,4755,7,1149,169,Eastern_region,Domestic
2024-01-01,4998,26689,8666,5,1734,325,Eastern_region,Inbound
2024-01-01,1033,2716,1347,3,1304,496,Eastern_region,Inbound
2024-01-01,1270,10570,3464,8,2727,328,Eastern_region,Inbound
2024-01-01,1301,8205,2362,6,1815,288,Eastern_region,Inbound
2024-01-01,1393,5198,1493,4,1072,287,Eastern_region,Inbound
2015-01-01,44,122,107,3,2426,871,Hail,Inbound
2015-01-01,44,121,104,3,2394,860,Hail,Inbound
2015-01-01,0,1,2,3,5961,1987,Hail,Inbound
2015-01-01,672,4307,595,6,885,138,Hail,Domestic
2015-01-01,632,4181,572,7,906,137,Hail,Domestic
2015-01-01,40,126,22,3,557,177,Hail,Domestic
2016-01-01,17,82,33,5,1945,399,Hail,Inbound
2016-01-01,16,80,32,5,2003,405,Hail,Inbound
2016-01-01,1,2,2273,3,338,113,Hail,Inbound
2016-01-01,455,2584,433,6,952,168,Hail,Domestic
2016-01-01,447,2569,432,6,966,168,Hail,Domestic
2016-01-01,8,15,1,2,171,86,Hail,Domestic
2017-01-01,11,43,30,4,2870,711,Hail,Inbound
2017-01-01,465,2484,388,5,835,156,Hail,Domestic
2017-01-01,435,2419,378,6,869,156,Hail,Domestic
2017-01-01,30,65,10,2,329,150,Hail,Domestic
2018-01-01,13,62,43,5,3276,689,Hail,Inbound
2018-01-01,791,4671,782,6,989,167,Hail,Domestic
2018-01-01,664,4163,714,6,1076,172,Hail,Domestic
2018-01-01,127,507,68,4,533,133,Hail,Domestic
2019-01-01,15,45,37,3,2557,828,Hail,Inbound
2019-01-01,973,6536,1020,7,1048,156,Hail,Domestic
2019-01-01,831,5770,928,7,1116,161,Hail,Domestic
2019-01-01,142,766,92,5,648,120,Hail,Domestic
2020-01-01,10,205,42,20,4160,203,Hail,Inbound
2020-01-01,1160,7770,1050,7,905,135,Hail,Domestic
2020-01-01,944,6447,885,7,937,137,Hail,Domestic
2020-01-01,216,1323,165,6,761,125,Hail,Domestic
2021-01-01,90,2854,355,32,3927,124,Hail,Inbound
2021-01-01,1850,12938,2668,7,1442,206,Hail,Domestic
2021-01-01,1231,9165,1991,8,1617,217,Hail,Domestic
2021-01-01,619,3773,677,6,1094,179,Hail,Domestic
2022-01-01,136,5741,378,42,2786,66,Hail,Inbound
2022-01-01,2149,13786,4008,6,1865,291,Hail,Domestic
2022-01-01,1814,12179,3713,7,2047,305,Hail,Domestic
2022-01-01,335,1608,295,5,880,183,Hail,Domestic
2023-01-01,358,17610,2273,49,6353,129,Hail,Inbound
2023-01-01,1836,12808,2780,7,1514,217,Hail,Domestic
2023-01-01,1677,10958,2665,6,1589,243,Hail,Domestic
2023-01-01,159,1851,115,12,727,62,Hail,Domestic
2024-01-01,326,18860,1359,58,4167,72,Hail,Inbound
2024-01-01,1841,13792,2550,8,1385,185,Hail,Domestic
